*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:45
                                                                                
*RUN   1        : N0 P0                     MZCER045 GHWA0401    1              
 MODEL          : MZCER045 - Maize                                              
 EXPERIMENT     : GHWA0401 MZ ON-STATION NXP (EXPERIMENT NO.2) 9 TRT            
 DATA PATH      :                                                               
 TREATMENT  1   : N0 P0                     MZCER045                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2004 213   296    44   21.5    0.0   21.5   0.00   2.89   21.5   16.4    5.0    2.9   2.89   1.16    0.00    0.10
 2004 214   297    45   23.1    0.0   23.1   0.00   2.93   23.2   17.1    6.0    2.9   2.93   1.20    0.00    0.10
 2004 215   298    46   23.1    0.0   23.1   0.00   2.82   23.2   16.7    6.4    2.8   2.82   1.17    0.00    0.11
 2004 216   299    47   24.3    0.0   24.3   0.00   2.81   24.4   17.0    7.2    2.8   2.81   1.19    0.00    0.11
 2004 217   300    48   24.3    0.0   24.3   0.00   2.74   24.4   16.8    7.5    2.7   2.74   1.19    0.00    0.11
 2004 218   301    49   24.5    0.0   24.5   0.00   2.66   24.6   16.5    8.0    2.7   2.66   1.16    0.00    0.12
 2004 219   302    50   24.5    0.0   24.5   0.00   2.58   24.7   16.2    8.4    2.6   2.58   1.14    0.00    0.13
 2004 220   303    51   25.8    0.0   25.8   0.00   2.59   26.0   16.5    9.3    2.6   2.59   1.17    0.00    0.13
 2004 221   304    52   25.8    0.0   25.8   0.00   2.53   26.0   16.2    9.6    2.5   2.53   1.16    0.00    0.13
 2004 222   305    53   25.8    0.0   25.8   0.00   2.46   26.0   15.9    9.9    2.5   2.46   1.14    0.00    0.13
 2004 223   306    54   25.8    0.0   25.8   0.00   2.40   26.0   15.7   10.1    2.4   2.40   1.13    0.00    0.13
 2004 224   307    55   25.8    0.0   25.8   0.00   2.35   26.0   15.5   10.3    2.3   2.35   1.12    0.00    0.13
 2004 225   308    56   26.8    0.0   26.8   0.00   2.35   27.0   15.7   11.0    2.4   2.35   1.13    0.00    0.14
 2004 226   309    57   28.0    0.0   28.0   0.00   2.37   28.3   15.6   12.3    2.4   2.37   1.14    0.00    0.14
 2004 227   310    58   28.0    0.0   28.0   0.00   2.34   28.3   15.2   12.7    2.3   2.34   1.13    0.00    0.14
 2004 228   311    59   28.0    0.0   28.0   0.00   2.28   28.3   14.6   13.4    2.3   2.28   1.11    0.00    0.14
 2004 229   312    60   28.0    0.0   28.0   0.00   2.24   28.3   14.1   13.9    2.2   2.24   1.09    0.00    0.14
 2004 230   313    61   28.0    0.0   28.0   0.00   2.23   28.3   13.7   14.2    2.2   2.23   1.09    0.00    0.14
 2004 231   314    62   28.0    0.0   28.0   0.00   2.21   28.3   13.3   14.7    2.2   2.21   1.08    0.00    0.14
 2004 232   315    63   28.0    0.0   28.0   0.00   2.17   28.3   12.8   15.1    2.2   2.17   1.07    0.00    0.14
 2004 233   316    64   28.0    0.0   28.0   0.00   2.17   28.3   12.5   15.5    2.2   2.17   1.06    0.00    0.14
 2004 234   317    65   28.0    0.0   28.0   0.00   2.17   28.3   12.2   15.8    2.2   2.17   1.06    0.00    0.14
 2004 235   318    66   28.0    0.0   28.0   0.00   2.17   28.3   11.8   16.2    2.2   2.17   1.06    0.00    0.14
 2004 236   319    67   28.0    0.6   27.4   1.74   2.14   28.3   11.7   15.7    2.1   2.14   1.06    0.00    0.14
 2004 237   320    68   28.0    1.1   26.8   1.77   2.09   28.3   11.4   15.5    2.1   2.09   1.04    0.00    0.14
 2004 238   321    69   28.0    1.6   26.4   1.79   2.05   28.3   11.1   15.2    2.0   2.05   1.01    0.00    0.14
 2004 239   322    70   28.0    2.2   25.8   1.79   2.01   28.3   10.9   14.8    2.0   2.01   1.02    0.00    0.14
 2004 240   323    71   28.0    2.8   25.2   1.79   1.96   28.3   10.7   14.5    2.0   1.96   1.02    0.00    0.14
 2004 241   324    72   28.0    3.4   24.6   1.78   1.94   28.3   10.6   14.0    1.9   1.94   1.02    0.00    0.14
 2004 242   325    73   28.0    3.9   24.1   1.79   1.89   28.3   10.3   13.8    1.9   1.89   1.02    0.00    0.14
 2004 243   326    74   28.0    4.4   23.6   1.79   1.85   28.3   10.1   13.5    1.9   1.85   1.01    0.00    0.14
 2004 244   327    75   28.0    4.9   23.1   1.79   1.83   28.3   10.0   13.1    1.8   1.83   1.01    0.00    0.14
 2004 245   328    76   28.0    5.5   22.5   1.79   1.80   28.3    9.8   12.7    1.8   1.80   1.02    0.00    0.14
 2004 246   329    77   28.0    6.1   21.9   1.79   1.79   28.3    9.7   12.2    1.8   1.79   1.02    0.00    0.14
 2004 247   330    78   28.0    6.6   21.4   1.79   1.75   28.3    9.5   11.9    1.7   1.75   1.03    0.00    0.14
 2004 248   331    79   28.0    7.2   20.8   1.79   1.72   28.3    9.4   11.4    1.7   1.72   1.03    0.00    0.14
 2004 249   332    80   28.0    7.8   20.2   1.79   1.68   28.3    9.2   11.1    1.7   1.68   1.04    0.00    0.14
 2004 250   333    81   28.0    8.4   19.6   1.79   1.66   28.3    9.0   10.6    1.7   1.66   1.04    0.00    0.14
 2004 251   334    82   28.0    9.0   19.0   1.78   1.63   28.3    8.9   10.1    1.6   1.63   1.05    0.00    0.14
 2004 252   335    83   28.0    9.6   18.4   1.78   1.60   28.3    8.7    9.7    1.6   1.60   1.06    0.00    0.14
 2004 253   336    84   28.0   10.2   17.8   1.78   1.58   28.3    8.6    9.2    1.6   1.58   1.06    0.00    0.14
 2004 254   337    85   28.0   10.8   17.2   1.78   1.55   28.3    8.5    8.7    1.6   1.55   1.07    0.00    0.14
 2004 255   338    86   28.0   11.4   16.6   1.78   1.53   28.3    8.3    8.3    1.5   1.53   1.07    0.00    0.14
 2004 256   339    87   28.0   12.0   16.0   1.77   1.51   28.3    8.2    7.8    1.5   1.51   1.08    0.00    0.14
 2004 257   340    88   28.0   12.6   15.4   1.77   1.47   28.3    8.0    7.4    1.5   1.47   1.08    0.00    0.14
 2004 258   341    89   28.0   13.2   14.8   1.77   1.43   28.3    7.8    7.0    1.4   1.43   1.09    0.00    0.14
 2004 259   342    90   28.0   13.8   14.2   1.77   1.40   28.3    7.6    6.5    1.4   1.40   1.09    0.00    0.14
 2004 260   343    91   28.0   14.4   13.6   1.77   1.38   28.3    7.5    6.1    1.4   1.38   1.10    0.00    0.14
 2004 261   344    92   28.0   15.0   13.0   1.77   1.34   28.3    7.3    5.7    1.3   1.34   1.10    0.00    0.14
 2004 262   345    93   28.0   15.5   12.5   1.77   1.29   28.3    7.0    5.5    1.3   1.29   1.11    0.00    0.14
 2004 263   346    94   28.0   16.0   11.9   1.77   1.26   28.3    6.8    5.1    1.3   1.26   1.12    0.00    0.14
 2004 264   347    95   28.0   16.2   11.8   1.77   1.25   28.3    6.8    5.0    1.2   1.25   1.12    0.00    0.14
 2004 265   348    96   28.0   16.4   11.6   1.77   1.23   28.3    6.7    4.9    1.2   1.23   1.13    0.00    0.14
 2004 266   349    97   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 267   350    98   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 268   351    99   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 269   352   100   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 270   353   101   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 271   354   102   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 272   355   103   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 273   356   104   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 274   357   105   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 275   358   106   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 276   359   107   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 277   360   108   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 278   361   109   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 279   362   110   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 280   363   111   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 281   364   112   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 282   365   113   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 283   366   114   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 284   367   115   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 285   368   116   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 286   369   117   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 287   370   118   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 288   371   119   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 289   372   120   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 290   373   121   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 291   374   122   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 292   375   123   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 293   376   124   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14
 2004 294   377   125   28.0   16.6   11.4   1.77   1.21   28.3    6.6    4.8    1.2   1.21   1.13    0.00    0.14

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:45
                                                                                
*RUN   5        : N60 P60                   MZCER045 GHWA0401    5              
 MODEL          : MZCER045 - Maize                                              
 EXPERIMENT     : GHWA0401 MZ ON-STATION NXP (EXPERIMENT NO.2) 9 TRT            
 DATA PATH      :                                                               
 TREATMENT  5   : N60 P60                   MZCER045                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2004 169   252     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 170   253     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 171   254     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 172   255     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 173   256     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 174   257     5    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.20    0.00    0.00
 2004 175   258     6    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.11    0.00    0.00
 2004 176   259     7    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.94    0.00    0.00
 2004 177   260     8    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.74    0.00    0.00
 2004 178   261     9    0.9    0.0    0.9   0.00   3.68    0.0    0.5    0.4    3.7   3.68   1.63    0.00    0.00
 2004 179   262    10    1.0    0.0    1.0   0.00   3.35    0.1    0.7    0.3    3.3   3.35   1.26    0.00    0.00
 2004 180   263    11    1.3    0.0    1.3   0.00   3.41    0.4    1.0    0.3    3.4   3.41   1.16    0.00    0.00
 2004 181   264    12    1.6    0.0    1.6   0.00   3.46    0.8    1.3    0.3    3.5   3.46   1.25    0.00    0.00
 2004 182   265    13    2.0    0.0    2.0   0.00   3.14    1.1    1.6    0.3    3.1   3.14   1.17    0.00    0.00
 2004 183   266    14    2.6    0.0    2.6   0.00   3.14    1.9    2.2    0.3    3.1   3.14   1.33    0.00    0.01
 2004 184   267    15    3.3    0.0    3.3   0.00   3.16    2.7    3.0    0.3    3.2   3.16   1.23    0.00    0.01
 2004 185   268    16    4.3    0.0    4.3   0.00   3.55    3.6    3.9    0.4    3.6   3.55   1.14    0.00    0.01
 2004 186   269    17    4.8    0.0    4.8   0.00   3.01    4.2    4.5    0.3    3.0   3.01   1.23    0.00    0.01
 2004 187   270    18    6.3    0.0    6.3   0.00   3.04    5.8    6.0    0.3    3.0   3.04   1.23    0.00    0.01
 2004 188   271    19    8.0    0.0    8.0   0.00   2.97    7.8    7.7    0.3    3.0   2.97   1.29    0.00    0.02
 2004 189   272    20   10.5    0.0   10.5   0.00   3.46   10.7   10.1    0.3    3.5   3.46   1.38    0.00    0.02
 2004 190   273    21   11.8    0.0   11.8   0.00   3.26   11.9   11.4    0.3    3.3   3.26   1.17    0.00    0.03
 2004 191   274    22   13.8    0.0   13.8   0.00   3.18   14.4   13.5    0.3    3.2   3.18   1.29    0.00    0.03
 2004 192   275    23   19.1    0.0   19.1   0.00   3.78   19.7   18.7    0.4    3.8   3.78   1.17    0.00    0.04
 2004 193   276    24   21.2    0.0   21.2   0.00   3.67   22.2   20.9    0.4    3.7   3.67   1.20    0.00    0.05
 2004 194   277    25   23.8    0.0   23.8   0.00   3.55   25.1   23.4    0.4    3.5   3.55   1.21    0.00    0.06
 2004 195   278    26   27.1    0.0   27.1   0.00   3.49   29.5   26.6    0.5    3.5   3.49   1.34    0.00    0.07
 2004 196   279    27   30.0    0.0   30.0   0.00   3.45   32.0   29.4    0.7    3.4   3.45   1.13    0.00    0.09
 2004 197   280    28   33.3    0.0   33.3   0.00   3.40   36.4   32.4    0.9    3.4   3.40   1.25    0.00    0.10
 2004 198   281    29   36.8    0.0   36.8   0.00   3.35   40.3   35.4    1.4    3.3   3.35   1.21    0.00    0.12
 2004 199   282    30   39.7    0.0   39.7   0.00   3.30   43.1   37.9    1.9    3.3   3.30   1.11    0.00    0.15
 2004 200   283    31   43.2    0.0   43.2   0.00   3.26   47.4   40.7    2.6    3.3   3.26   1.18    0.00    0.17
 2004 201   284    32   47.6    0.0   47.6   0.00   3.19   52.7   43.9    3.7    3.2   3.19   1.20    0.00    0.20
 2004 202   285    33   51.0    0.0   51.0   0.00   3.14   56.3   46.3    4.8    3.1   3.14   1.14    0.00    0.23
 2004 203   286    34   54.9    0.0   54.9   0.00   3.11   59.9   48.9    6.0    3.1   3.11   1.08    0.00    0.26
 2004 204   287    35   57.2    0.0   57.2   0.00   2.96   63.0   49.8    7.4    3.0   2.96   1.08    0.00    0.29
 2004 205   288    36   58.7    0.0   58.7   0.00   2.79   64.9   49.9    8.8    2.8   2.79   1.01    0.00    0.32
 2004 206   289    37   60.1    0.0   60.1   0.00   2.66   66.4   50.0   10.1    2.7   2.66   1.01    0.00    0.35
 2004 207   290    38   61.0    0.0   61.0   0.00   2.49   67.5   49.4   11.6    2.5   2.49   0.95    0.00    0.39
 2004 208   291    39   61.6    0.0   61.6   0.00   2.34   68.2   48.6   13.0    2.3   2.34   0.90    0.00    0.43
 2004 209   292    40   62.5    0.0   62.5   0.00   2.26   69.2   48.4   14.1    2.3   2.26   0.90    0.00    0.46
 2004 210   293    41   63.3    0.0   63.3   0.00   2.11   70.1   47.5   15.7    2.1   2.11   0.89    0.00    0.50
 2004 211   294    42   63.8    0.0   63.8   0.00   1.98   70.7   46.4   17.3    2.0   1.98   0.87    0.00    0.54
 2004 212   295    43   64.2    0.0   64.2   0.00   1.88   71.2   45.6   18.6    1.9   1.88   0.87    0.00    0.57
 2004 213   296    44   64.6    0.0   64.6   0.00   1.78   71.6   45.1   19.5    1.8   1.78   0.86    0.00    0.61
 2004 214   297    45   64.9    0.0   64.9   0.00   1.68   71.9   44.3   20.6    1.7   1.68   0.81    0.00    0.65
 2004 215   298    46   65.2    0.0   65.2   0.00   1.60   72.3   43.5   21.7    1.6   1.60   0.79    0.00    0.69
 2004 216   299    47   65.4    0.0   65.4   0.00   1.55   72.6   42.9   22.5    1.5   1.55   0.73    0.00    0.72
 2004 217   300    48   65.9    0.0   65.9   0.00   1.51   73.2   42.6   23.3    1.5   1.51   0.73    0.00    0.76
 2004 218   301    49   66.0    0.0   66.0   0.00   1.47   73.4   42.1   23.9    1.5   1.47   0.69    0.00    0.80
 2004 219   302    50   66.1    0.0   66.1   0.00   1.43   73.4   41.7   24.4    1.4   1.43   0.67    0.00    0.84
 2004 220   303    51   66.1    0.0   66.1   0.00   1.40   73.5   41.4   24.7    1.4   1.40   0.63    0.00    0.88
 2004 221   304    52   66.2    0.0   66.2   0.00   1.38   73.7   41.1   25.1    1.4   1.38   0.62    0.00    0.91
 2004 222   305    53   66.2    0.0   66.2   0.00   1.35   73.7   40.8   25.4    1.4   1.35   0.62    0.00    0.91
 2004 223   306    54   66.2    0.0   66.2   0.00   1.33   73.7   40.6   25.6    1.3   1.33   0.61    0.00    0.91
 2004 224   307    55   66.2    0.0   66.2   0.00   1.32   73.7   40.5   25.7    1.3   1.32   0.61    0.00    0.95
 2004 225   308    56   66.2    0.0   66.2   0.00   1.29   73.7   40.3   25.9    1.3   1.29   0.59    0.00    0.99
 2004 226   309    57   66.5    0.0   66.5   0.00   1.26   74.1   38.7   27.8    1.3   1.26   0.59    0.00    1.03
 2004 227   310    58   66.5    0.0   66.5   0.00   1.24   74.1   37.8   28.7    1.2   1.24   0.59    0.00    1.03
 2004 228   311    59   66.5    0.0   66.5   0.00   1.21   74.1   36.4   30.1    1.2   1.21   0.59    0.00    1.03
 2004 229   312    60   66.5    0.0   66.5   0.00   1.18   74.1   35.2   31.3    1.2   1.18   0.59    0.00    1.03
 2004 230   313    61   66.5    0.0   66.5   0.00   1.17   74.1   34.3   32.2    1.2   1.17   0.58    0.00    1.03
 2004 231   314    62   66.5    0.0   66.5   0.00   1.15   74.1   33.4   33.1    1.2   1.15   0.58    0.00    1.07
 2004 232   315    63   66.5    0.0   66.5   0.00   1.13   74.1   32.2   34.3    1.1   1.13   0.58    0.00    1.10
 2004 233   316    64   66.5    0.0   66.5   0.00   1.12   74.1   31.4   35.1    1.1   1.12   0.58    0.00    1.14
 2004 234   317    65   66.5    0.0   66.5   0.00   1.12   74.2   30.7   35.8    1.1   1.12   0.58    0.00    1.18
 2004 235   318    66   66.7    0.0   66.7   0.00   1.12   74.4   30.1   36.6    1.1   1.12   0.58    0.00    1.22
 2004 236   319    67   66.7    1.1   65.6   1.05   1.10   74.4   29.6   36.0    1.1   1.10   0.58    0.00    1.22
 2004 237   320    68   66.7    1.8   64.9   1.05   1.09   74.4   29.3   35.6    1.1   1.09   0.57    0.00    1.22
 2004 238   321    69   66.7    2.6   64.1   1.05   1.08   74.4   28.9   35.2    1.1   1.08   0.55    0.00    1.22
 2004 239   322    70   66.7    3.3   63.3   1.05   1.06   74.4   28.6   34.8    1.1   1.06   0.54    0.00    1.22
 2004 240   323    71   66.7    4.1   62.6   1.06   1.05   74.4   28.2   34.3    1.0   1.05   0.53    0.00    1.22
 2004 241   324    72   66.7    4.9   61.8   1.06   1.04   74.4   27.9   33.9    1.0   1.04   0.53    0.00    1.22
 2004 242   325    73   66.6    5.7   61.0   1.07   1.02   74.4   27.5   33.5    1.0   1.02   0.51    0.00    1.26
 2004 243   326    74   66.7    6.4   60.2   1.07   1.01   74.5   27.2   33.0    1.0   1.01   0.50    0.00    1.30
 2004 244   327    75   66.7    7.2   59.5   1.07   1.00   74.6   26.8   32.6    1.0   1.00   0.49    0.00    1.33
 2004 245   328    76   66.7    8.0   58.6   1.07   0.98   74.6   26.5   32.2    1.0   0.98   0.49    0.00    1.37
 2004 246   329    77   66.7    8.8   57.9   1.08   0.97   74.7   26.1   31.8    1.0   0.97   0.49    0.00    1.41
 2004 247   330    78   66.7    9.6   57.1   1.08   0.96   74.7   25.8   31.3    1.0   0.96   0.47    0.00    1.45
 2004 248   331    79   66.7   10.4   56.3   1.08   0.94   74.7   25.4   30.9    0.9   0.94   0.47    0.00    1.49
 2004 249   332    80   66.7   11.2   55.5   1.08   0.93   74.7   25.0   30.5    0.9   0.93   0.46    0.00    1.49
 2004 250   333    81   66.7   12.0   54.7   1.08   0.92   74.7   24.7   30.0    0.9   0.92   0.45    0.00    1.49
 2004 251   334    82   66.7   12.8   53.9   1.08   0.90   74.7   24.3   29.6    0.9   0.90   0.45    0.00    1.49
 2004 252   335    83   66.6   13.6   53.1   1.09   0.89   74.8   24.0   29.1    0.9   0.89   0.44    0.00    1.53
 2004 253   336    84   66.7   14.4   52.3   1.09   0.88   74.8   23.6   28.7    0.9   0.88   0.44    0.00    1.56
 2004 254   337    85   66.7   15.2   51.5   1.09   0.86   74.9   23.3   28.3    0.9   0.86   0.44    0.00    1.60
 2004 255   338    86   66.8   16.0   50.8   1.09   0.85   75.0   22.9   27.9    0.9   0.85   0.44    0.00    1.64
 2004 256   339    87   66.8   16.8   50.0   1.09   0.84   75.2   22.6   27.5    0.8   0.84   0.44    0.00    1.68
 2004 257   340    88   66.9   17.6   49.3   1.09   0.83   75.4   22.3   27.1    0.8   0.83   0.44    0.00    1.72
 2004 258   341    89   66.9   18.4   48.5   1.10   0.81   75.4   21.9   26.6    0.8   0.81   0.43    0.00    1.76
 2004 259   342    90   66.9   19.2   47.7   1.10   0.80   75.4   21.5   26.2    0.8   0.80   0.43    0.00    1.80
 2004 260   343    91   66.9   20.0   46.9   1.10   0.79   75.4   21.2   25.7    0.8   0.79   0.43    0.00    1.80
 2004 261   344    92   66.9   20.8   46.1   1.10   0.77   75.4   20.8   25.3    0.8   0.77   0.43    0.00    1.80
 2004 262   345    93   66.9   21.5   45.4   1.10   0.76   75.4   20.5   24.9    0.8   0.76   0.42    0.00    1.80
 2004 263   346    94   66.9   22.2   44.7   1.10   0.75   75.4   20.2   24.5    0.7   0.75   0.42    0.00    1.80
 2004 264   347    95   66.9   23.0   43.9   1.10   0.74   75.4   19.8   24.1    0.7   0.74   0.42    0.00    1.80
 2004 265   348    96   66.9   23.8   43.1   1.10   0.72   75.5   19.4   23.7    0.7   0.72   0.42    0.00    1.84
 2004 266   349    97   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 267   350    98   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 268   351    99   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 269   352   100   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 270   353   101   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 271   354   102   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 272   355   103   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 273   356   104   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 274   357   105   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 275   358   106   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 276   359   107   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 277   360   108   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 278   361   109   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 279   362   110   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 280   363   111   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 281   364   112   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 282   365   113   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 283   366   114   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 284   367   115   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 285   368   116   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 286   369   117   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 287   370   118   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 288   371   119   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 289   372   120   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 290   373   121   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 291   374   122   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 292   375   123   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 293   376   124   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84
 2004 294   377   125   66.9   24.6   42.3   1.10   0.71   75.5   19.1   23.2    0.7   0.71   0.41    0.00    1.84

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:45
                                                                                
*RUN   6        : N60 P90                   MZCER045 GHWA0401    6              
 MODEL          : MZCER045 - Maize                                              
 EXPERIMENT     : GHWA0401 MZ ON-STATION NXP (EXPERIMENT NO.2) 9 TRT            
 DATA PATH      :                                                               
 TREATMENT  6   : N60 P90                   MZCER045                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2004 169   252     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 170   253     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 171   254     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
