$GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         OCT 13, 2014; 10:45:28
                                                                                
*RUN   1        : DRYLAND  - 0 KG N/HA      CSCER045 KSAS8101    1              
 MODEL          : CSCER045 - Wheat                                              
 EXPERIMENT     : KSAS8101 WH                                                   
 DATA PATH      :                                                               
 TREATMENT  1   : DRYLAND  - 0 KG N/HA      CSCER045                            
  
@YEAR DOY   DAS   DAP TMEAN TKILL  GSTD  L#SD PARID PARUD  AWAD  LAID  SAID  CAID  TWAD SDWAD  RWAD  CWAD  LWAD  SWAD  HWAD  HIAD CHWAD  EWAD RSWAD SNWPD SNW0D SNW1D  RS%D  H#AD  HWUD  T#AD  SLAD  RDPD  PTFD  SWXD WAVRD WUPRD  WFTD  WFPD  WFGD  NFTD  NFPD  NFGD NUPRD  TFPD  TFGD VRNFD DYLFD
 1982  22   108    98  -2.2 -20.0 14.83  4.83  0.00  0.00   0.0  0.00 0.001  0.00    48     9    34     5     2     3     0  0.00     0     0     1     0 59.62 23.63  17.5     0     0   193    30  0.54  0.76  70.8  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.62
 1982  23   109    99 -10.9 -20.0 14.83  4.83  0.00  0.00   0.0  0.00 0.001  0.00    48     9    33     5     2     3     0  0.00     0     0     1     0 59.64 23.90  17.5     0     0   193    30  0.54  0.76  70.7  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.61
 1982  24   110   100  -7.5 -20.0 14.83  4.83  0.00  0.00   0.0  0.00 0.001  0.00    47     9    33     5     2     3     0  0.00     0     0     1     0 59.64 24.17  17.5     0     0   193    30  0.54  0.76  70.5  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.61
 1982  25   111   101  -1.1 -20.0 14.83  4.83  0.00  0.00   0.0  0.00 0.001  0.00    47     9    33     5     2     3     0  0.00     0     0     1     0 59.64 24.43  17.5     0     0   193    30  0.54  0.76  74.8  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.61
 1982  26   112   102   1.4 -20.0 14.84  4.84  0.00  0.76   0.0  0.00 0.001  0.00    47     9    33     5     2     3     0  0.00     0     0     1     0 59.64 24.70  17.4     0     0   194    32  0.54  0.76  79.2  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.72  0.86  0.00  0.60
 1982  27   113   103   8.1 -20.0 14.93  4.93  0.00  2.72   0.1  0.00 0.001  0.00    47     9    32     5     2     3     0  0.00     0     0     1     0 59.64 24.96  17.2     0     0   205    38  0.55  0.76  76.8  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.19  0.00  0.60
 1982  28   114   104   0.0 -20.0 14.93  4.93  0.00  0.00   0.0  0.00 0.001  0.00    46     9    32     5     2     3     0  0.00     0     0     1     0 59.64 25.22  17.2     0     0   205    37  0.55  0.76  75.7  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.60
 1982  29   115   105   5.2 -20.0 14.98  4.98  0.00  2.72   0.0  0.00 0.001  0.00    46     9    32     5     2     3     0  0.00     0     0     1     0 59.64 25.47  17.2     0     0   213    38  0.55  0.76  76.0  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.48  0.00  0.59
 1982  30   116   106   0.0 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    46     9    32     5     2     3     0  0.00     0     0     1     0 59.64 25.73  17.2     0     0   213    38  0.55  0.76  80.6  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.59
 1982  31   117   107  -7.2 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    46     9    31     5     2     3     0  0.00     0     0     1     0 59.64 25.98  17.2     0     0   213    38  0.55  0.76  78.9  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.59
 1982  32   118   108  -1.9 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    45     9    31     5     2     3     0  0.00     0     0     1     0 59.64 26.23  17.2     0     0   213    38  0.55  0.76  78.0  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.58
 1982  33   119   109  -3.9 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    45     9    31     5     2     3     0  0.00     0     0     1     0 59.64 26.48  17.2     0     0   213    38  0.55  0.76  77.9  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.58
 1982  34   120   110 -13.0 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    44     9    31     4     2     2     0  0.00     0     0     1     0 60.17 26.73  16.7     0     0   213    38  0.55  0.76  77.9  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.57
 1982  35   121   111 -17.0 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    44     9    30     4     2     2     0  0.00     0     0     1     0 60.17 26.97  16.7     0     0   213    38  0.55  0.76  77.9  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.57
 1982  36   122   112 -15.5 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    44     9    30     4     2     2     0  0.00     0     0     1     0 60.17 27.22  16.7     0     0   213    38  0.55  0.76  77.8  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.57
 1982  37   123   113 -13.8 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    43     9    30     4     2     2     0  0.00     0     0     1     0 60.17 27.46  16.7     0     0   213    38  0.55  0.76  77.7  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.56
 1982  38   124   114  -6.4 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    43     9    30     4     2     2     0  0.00     0     0     1     0 60.17 27.70  16.7     0     0   213    38  0.55  0.76  78.9  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.56
 1982  39   125   115  -8.1 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    43     9    29     4     2     2     0  0.00     0     0     1     0 60.17 27.94  16.7     0     0   213    38  0.55  0.76  78.4  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.56
 1982  40   126   116 -14.4 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    43     9    29     4     2     2     0  0.00     0     0     1     0 60.17 28.17  16.7     0     0   213    38  0.55  0.76  78.1  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.55
 1982  41   127   117 -11.6 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    42     9    29     4     2     2     0  0.00     0     0     1     0 60.17 28.41  16.7     0     0   213    38  0.55  0.76  78.0  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.55
 1982  42   128   118  -8.9 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    42     9    29     4     2     2     0  0.00     0     0     1     0 60.17 28.64  16.7     0     0   213    38  0.55  0.76  77.7  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.54
 1982  43   129   119  -2.2 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    42     9    29     4     2     2     0  0.00     0     0     1     0 60.17 28.87  16.7     0     0   213    38  0.55  0.76  87.2  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.54
 1982  44   130   120  -4.1 -20.0 14.98  4.98  0.00  0.00   0.0  0.00 0.001  0.00    42     9    28     4     2     2     0  0.00     0     0     1     0 60.17 29.10  16.7     0     0   213    38  0.55  0.76  86.1  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.53
 1982  45   131   121   2.8 -20.0 15.01  5.01  0.00  1.52   0.1  0.00 0.001  0.00    42     9    28     4     2     2     0  0.00     0     0     1     0 60.17 29.32  16.5     0     0   216    43  0.56  0.76  85.9  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.44  0.72  0.00  0.53
 1982  46   132   122   4.7 -20.0 15.06  5.06  0.00  2.56   0.0  0.00 0.001  0.00    41     9    28     4     2     2     0  0.00     0     0     1     0 60.17 29.55  16.4     0     0   223    46  0.56  0.76  80.8  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.06  0.53  0.00  0.53
 1982  47   133   123   3.6 -20.0 15.10  5.10  0.00  1.96   0.0  0.00 0.001  0.00    41     9    28     4     2     2     0  0.00     0     0     1     0 60.17 29.77  16.4     0     0   228    47  0.56  0.76  80.2  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.28  0.64  0.00  0.52
 1982  48   134   124   2.5 -20.0 15.13  5.13  0.00  1.36   0.0  0.00 0.001  0.00    41     9    27     4     2     2     0  0.00     0     0     1     0 60.17 29.99  16.4     0     0   231    48  0.57  0.76  79.6  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.50  0.75  0.00  0.52
 1982  49   135   125   7.0 -20.0 15.20  5.20  0.00  2.72   0.1  0.00 0.001  0.00    41     9    27     4     2     2     0  0.00     0     0     1     0 60.17 30.21  16.1     0     0   241    57  0.57  0.76  82.5  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.30  0.00  0.51
 1982  50   136   126   8.9 -20.0 15.29  5.29  0.00  2.72   0.2  0.00 0.001  0.00    41     9    27     5     2     2     0  0.00     0     0     1     0 60.17 30.43  15.6     0     0   253    70  0.58  0.76  79.3  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.11  0.00  0.51
 1982  51   137   127  11.1 -20.0 15.41  5.41  0.00  2.72   0.3  0.00 0.001  0.00    41     9    27     5     2     3     0  0.00     0     0     1     0 60.17 30.64  14.9     0     0   268    87  0.59  0.76  77.8  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.50
 1982  52   138   128  10.0 -20.0 15.52  5.52  0.00  2.72   0.4  0.00 0.001  0.00    41     9    27     5     3     3     0  0.00     0     0     1     0 60.17 30.86  14.2     0     0   282   105  0.60  0.76  76.3  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.50
 1982  53   139   129  12.2 -20.0 15.65  5.65  0.00  2.72   0.5  0.00 0.001  0.00    41     9    27     5     3     3     0  0.00     0     0     1     0 60.17 31.07  13.3     0     0   298   126  0.61  0.76  76.2  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.50
 1982  54   140   130   9.4 -20.0 15.75  5.75  0.00  2.72   0.1  0.00 0.001  0.00    41     9    26     6     3     3     0  0.00     0     0     1     0 60.17 31.28  13.2     0     0   311   128  0.61  0.76  76.4  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.06  0.00  0.49
 1982  55   141   131   3.3 -20.0 15.78  5.78  0.00  1.82   0.5  0.00 0.001  0.01    41     9    26     6     3     3     0  0.00     0     0     1     0 60.17 31.49  12.5     0     0   316   144  0.62  0.76  75.7  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.33  0.67  0.00  0.49
 1982  56   142   132  -1.4 -20.0 15.78  5.78  0.00  0.00   0.0  0.00 0.001  0.01    41     9    26     6     3     3     0  0.00     0     0     1     0 60.17 31.70  12.5     0     0   316   144  0.62  0.76  75.0  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.48
 1982  57   143   133  -2.0 -20.0 15.78  5.78  0.00  0.00   0.0  0.00 0.001  0.01    41     9    26     6     3     3     0  0.00     0     0     1     0 60.17 31.91  12.5     0     0   316   144  0.62  0.76  74.3  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.48
 1982  58   144   134   1.7 -20.0 15.80  5.80  0.00  0.90   0.3  0.00 0.001  0.01    41     9    26     6     3     3     0  0.00     0     0     1     0 60.17 32.12  13.0     0     0   318   150  0.62  0.76  73.8  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.67  0.83  0.00  0.47
 1982  59   145   135   4.7 -20.0 21.00  5.85  0.00  2.56   0.6  0.01 0.001  0.01    41     9    25     7     4     3     0  0.00     0     0     1     0 60.17 32.32  12.2     0     0   324   168  0.62  0.76  73.4  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.06  0.53  0.00  0.47
 1982  60   146   136   8.4 -20.0 21.07  5.94  0.01  2.72   1.1  0.01 0.002  0.01    42     9    25     7     4     3     0  0.00     0     0     1     0 60.17 32.53  10.9     0     0   336   192  0.63  0.76  73.3  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.16  0.00  0.47
 1982  61   147   137   8.7 -20.0 21.15  6.03  0.01  2.72   0.4  0.01 0.002  0.01    42     9    25     8     4     3     0  0.00     0     0     1     0 60.17 32.73  10.5     0     0   348   198  0.64  0.76  73.2  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.13  0.00  0.46
 1982  62   148   138  -0.2 -20.0 21.15  6.03  0.01  0.00   0.0  0.01 0.002  0.01    42     9    25     8     4     3     0  0.00     0     0     1     0 60.17 32.93  10.5     0     0   348   198  0.64  0.77  73.1  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.46
 1982  63   149   139  -3.7 -20.0 21.15  6.03  0.01  0.00   0.0  0.01 0.002  0.01    42     9    25     8     4     3     0  0.00     0     0     1     0 60.17 33.13  10.5     0     0   348   198  0.64  0.77  73.0  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.45
 1982  64   150   140  -4.2 -20.0 21.15  6.03  0.01  0.00   0.0  0.01 0.002  0.01    42     9    25     8     4     3     0  0.00     0     0     1     0 60.17 33.33  10.5     0     0   348   198  0.64  0.77  72.7  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.45
 1982  65   151   141  -3.0 -20.0 21.15  6.03  0.01  0.00   0.0  0.01 0.002  0.01    41     9    24     8     4     3     0  0.00     0     0     1     0 60.17 33.53  10.5     0     0   348   198  0.64  0.77  72.7  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.44
 1982  66   152   142  -3.0 -20.0 21.15  6.03  0.01  0.00   0.0  0.01 0.002  0.01    41     9    24     8     4     3     0  0.00     0     0     1     0 60.17 33.73  10.5     0     0   348   198  0.64  0.77  72.3  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  1.00  1.00  0.00  0.44
 1982  67   153   143   2.5 -20.0 21.17  6.05  0.01  1.36   0.9  0.01 0.002  0.01    42     9    24     8     5     4     0  0.00     0     0     1     0 60.17 33.92  11.0     0     0   351   209  0.64  0.77  71.9  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.50  0.75  0.00  0.43
 1982  68   154   144   1.4 -20.0 21.18  6.07  0.01  0.76   0.4  0.01 0.002  0.01    42     9    24     9     5     4     0  0.00     0     0     1     0 60.17 34.11  12.3     0     0   353   212  0.64  0.77  71.6  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.72  0.86  0.00  0.43
 1982  69   155   145  11.1 -20.0 21.27  6.18  0.01  2.72   1.9  0.01 0.002  0.02    44     9    24    10     6     4     0  0.00     0     0     1     0 60.17 34.31  10.7     0     0   368   232  0.65  0.77  71.8  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.42
 1982  70   156   146  10.0 -20.0 21.36  6.29  0.01  2.72   2.1  0.02 0.002  0.02    45     9    24    12     7     5     0  0.00     0     0     1     0 60.17 34.50   9.5     0     0   382   246  0.66  0.77  72.1  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.42
 1982  71   157   147  12.8 -20.0 21.46  6.42  0.02  2.72   1.5  0.02 0.003  0.02    46     9    24    13     8     5     0  0.00     0     0     1     0 60.17 34.69   8.8     0     0   399   254  0.67  0.77  72.6  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.42
 1982  72   158   148   8.0 -20.0 21.53  6.51  0.02  2.72   3.8  0.03 0.003  0.03    50     9    25    16    10     6     0  0.00     0     0     1     0 60.17 34.89   7.4     0     0   410   268  0.67  0.77  72.8  99.9 14.37  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.20  0.00  0.41
 1982  73   159   149   7.8 -20.0 21.60  6.59  0.02  2.72   0.4  0.03 0.003  0.03    50     9    24    16    10     6     0  0.00     0     0     1     0 60.17 35.09   7.3     0     0   421   268  0.68  0.77  73.0  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.22  0.00  0.41
 1982  74   160   150  10.0 -20.0 21.68  6.70  0.03  2.72   1.7  0.03 0.004  0.03    51     9    25    18    11     7     0  0.00     0     0     1     0 60.17 35.28   6.9     0     0   434   272  0.69  0.77  93.7  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.40
 1982  75   161   151  13.0 -20.0 21.79  6.83  0.03  2.72   6.6  0.04 0.005  0.05    57     9    25    23    15     8     0  0.00     0     0     1     0 60.17 35.48   5.7     0     0   452   284  0.70  0.77  96.9  99.9  8.53  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.40
 1982  76   162   152  13.9 -20.0 21.91  6.98  0.05  2.72   8.3  0.06 0.006  0.06    64     9    26    29    19    10     0  0.00     0     0     1     0 60.17 35.68   4.9     0     0   471   295  0.71  0.77  89.3  99.9  6.80  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.39
 1982  77   163   153   9.8 -20.0 21.99  7.08  0.05  2.72   1.3  0.06 0.007  0.06    65     9    26    30    19    11     0  0.00     0     0     1     0 60.17 35.89   4.8     0     0   484   297  0.72  0.77  88.8  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.02  0.00  0.39
 1982  78   164   154  16.1 -20.0 22.13  7.25  0.06  2.72  10.8  0.08 0.009  0.08    75     9    27    38    25    14     0  0.00     0     0     2     0 60.17 36.10   4.2     0     0   506   305  0.73  0.77  98.9  99.9  5.24  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.39
 1982  79   165   155   8.3 -20.0 22.20  7.34  0.08  2.72  18.0  0.10 0.011  0.11    91     9    30    52    33    20     0  0.00     0     0     6     0 60.17 36.32  10.7     0     0   518   298  0.74  0.77  90.8  99.9  3.98  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.17  0.00  0.38
 1982  80   166   156   2.5 -20.0 22.22  7.37  0.08  1.36  10.8  0.10 0.011  0.11   101     9    31    61    33    27     0  0.00     0     0    13     0 60.17 36.55  21.5     0     0   521   297  0.74  0.77  87.6  99.9  4.25  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.50  0.75  0.00  0.38
 1982  81   167   157   3.9 -20.0 22.25  7.41  0.08  2.12  18.7  0.10 0.012  0.12   118     9    33    75    35    40     0  0.00     0     0    25     0 60.17 36.80  33.7     0     0   527   297  0.74  0.77  84.7  99.9  3.77  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.22  0.61  0.00  0.37
 1982  82   168   158   7.8 -20.0 22.32  7.49  0.10  2.72  13.1  0.12 0.014  0.14   129     9    35    85    41    44     0  0.00     0     0    27     0 60.17 37.07  31.4     0     0   537   299  0.75  0.78  84.1  99.9  6.81  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.22  0.00  0.37
 1982  83   169   159   6.6 -20.0 22.37  7.56  0.11  2.72  23.0  0.14 0.015  0.15   150     9    37   103    45    58     0  0.00     0     0    38     0 60.17 37.34  37.0     0     0   546   299  0.75  0.78  83.4  99.9  4.17  0.00  0.00  0.00  0.00  0.00  0.00   1.3  0.00  0.34  0.00  0.36
 1982  84   170   160   3.9 -20.0 22.42  7.60  0.11  2.10  24.6  0.14 0.016  0.16   172     9    40   122    47    75     0  0.00     0     0    55     0 60.17 37.64  45.1     0     0   554   299  0.76  0.78  86.7  99.9  3.58  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.23  0.62  0.00  0.36
 1982  85   171   161   3.0 -20.0 22.46  7.63  0.11  1.66  20.2  0.14 0.016  0.16   190     9    43   138    48    90     0  0.00     0     0    69     0 60.17 37.97  50.3     0     0   560   299  0.76  0.78  85.5  99.9  3.64  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.39  0.69  0.00  0.35
 1982  86   172   162   5.6 -20.0 22.53  7.69  0.12  2.72  27.5  0.15 0.017  0.17   215     9    46   159    51   108     0  0.00     0     0    86     0 60.17 38.31  54.2     0     0   572   299  0.77  0.78  84.6  99.9  4.44  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.44  0.00  0.35
 1982  87   173   163   6.9 -20.0 22.62  7.76  0.13  2.72  20.9  0.17 0.019  0.19   233     9    49   175    56   119     0  0.00     0     0    95     0 60.17 38.68  54.4     0     0   586   299  0.77  0.78  83.9  99.9  6.09  0.00  0.00  0.00  0.00  0.00  0.00   1.6  0.00  0.31  0.00  0.35
 1982  88   174   164  10.3 -20.0 22.71  7.87  0.15  2.72  14.8  0.19 0.021  0.21   246     9    50   187    64   123     0  0.00     0     0    96     0 60.17 39.07  51.2     0     0   602   299  0.78  0.78  83.4  99.9  8.31  0.00  0.00  0.00  0.00  0.00  0.00   1.1  0.00  0.00  0.00  0.34
 1982  89   175   165  15.0 -20.0 22.90  8.03  0.18  2.72  39.6  0.24 0.026  0.27   282     9    55   218    80   138     0  0.00     0     0   104     0 60.17 39.47  47.8     0     0   632   300  0.79  0.78  84.4  99.9  2.89  0.00  0.00  0.00  0.00  0.00  0.00   0.5  0.00  0.00  0.00  0.34
 1982  90   176   166  10.9 -20.0 23.03  8.14  0.21  2.44  52.2  0.27 0.030  0.30   329     9    62   258    92   166     0  0.00     0     0   128     0 60.35 39.91  49.5     0     0   652   298  0.80  0.77  83.4  99.9  2.32  0.00  0.00  0.00  0.10  0.10  0.10   0.7  0.00  0.00  0.00  0.33
 1982  91   177   167  13.9 -20.0 23.18  8.29  0.24  2.37  53.3  0.32 0.036  0.36   377     9    69   299   109   189     0  0.00     0     0   143     0 60.35 40.40  48.0     0     0   677   297  0.81  0.77  82.6  99.9  2.28  0.00  0.00  0.00  0.13  0.13  0.13   0.5  0.00  0.00  0.00  0.33
 1982  92   178   168  17.0 -20.0 23.35  8.47  0.28  2.20  45.5  0.38 0.043  0.42   417     9    75   333   130   204     0  0.00     0     0   150     0 60.35 40.95  45.1     0     0   705   295  0.83  0.76  82.0  99.9  2.62  0.00  0.00  0.00  0.19  0.19  0.19   0.5  0.00  0.00  0.00  0.33
 1982  93   179   169   7.5 -20.0 23.42  8.55  0.29  2.04  65.6  0.40 0.045  0.44   476     9    84   383   136   247     0  0.00     0     0   191     0 60.35 41.55  49.9     0     0   716   293  0.83  0.76  80.8  85.4  2.32  0.00  0.00  0.00  0.25  0.25  0.25   1.1  0.00  0.25  0.00  0.32
 1982  94   180   170   5.2 -20.0 23.52  8.60  0.29  2.11  54.1  0.41 0.046  0.45   524     9    91   424   140   285     0  0.00     0     0   228     0 60.35 42.22  53.7     0     0   733   293  0.84  0.76  79.8  99.9  3.09  0.00  0.00  0.00  0.23  0.23  0.23   1.7  0.00  0.48  0.00  0.32
 1982  95   181   171   3.6 -20.0 23.59  8.64  0.30  1.55  20.3  0.41 0.046  0.46   542     9    93   440   141   298     0  0.00     0     0   241     0 60.35 42.94  54.9     0     0   744   292  0.84  0.76  85.5  99.9  6.71  0.00  0.00  0.00  0.21  0.21  0.21   2.0  0.28  0.64  0.00  0.31
 1982  96   182   172  -0.8 -20.0 23.59  8.64  0.30  0.00   0.0  0.41 0.046  0.46   541     9    92   440   142   298     0  0.00     0     0   241     0 60.35 43.68  54.9     0     0   744   292  0.84  0.77 110.5  99.9  4.79  0.00  0.00  0.00  0.19  0.19  0.19   2.0  1.00  1.00  0.00  0.31
 1982  97   183   173   3.0 -20.0 23.66  8.67  0.30  1.35   9.4  0.42 0.047  0.46   549     9    93   447   143   304     0  0.00     0     0   247     0 60.35 44.42  55.2     0     0   755   292  0.84  0.77 101.8  99.9 14.97  0.00  0.00  0.00  0.18  0.18  0.18   2.0  0.39  0.69  0.00  0.31
 1982  98   184   174   4.4 -20.0 23.75  8.72  0.30  1.98  33.1  0.42 0.047  0.47   578     9    96   472   145   327     0  0.00     0     0   269     0 60.35 45.16  56.9     0     0   769   291  0.85  0.77  99.3  99.9  5.98  0.00  0.00  0.00  0.17  0.17  0.17   2.0  0.12  0.56  0.00  0.30
 1982  99   185   175   4.1 -20.0 23.84  8.76  0.31  1.90  70.2  0.43 0.048  0.48   641     9   105   526   148   379     0  0.00     0     0   320     0 60.35 45.93  60.8     0     0   784   291  0.85  0.77  94.6  91.9  2.76  0.00  0.00  0.00  0.16  0.16  0.16   2.0  0.17  0.59  0.00  0.30
 1982 100   186   176   8.7 -20.0 24.02  8.85  0.32  2.32  84.3  0.46 0.051  0.51   717     9   116   591   157   434     0  0.00     0     0   372     0 60.35 46.78  62.8     0     0   814   290  0.86  0.77  91.1  81.3  2.77  0.00  0.00  0.00  0.15  0.15  0.15   1.1  0.00  0.13  0.00  0.29
 1982 101   187   177  13.6 -20.0 24.32  9.00  0.35  2.37  86.0  0.51 0.058  0.57   794     9   127   658   177   480     0  0.00     0     0   409     0 60.35 47.70  62.2     0     0   862   289  0.87  0.77  87.6  69.1  2.69  0.00  0.00  0.00  0.13  0.13  0.13   0.6  0.00  0.00  0.00  0.29
 1982 102   188   178  20.2 -20.0 24.75  9.21  0.40  2.28  96.8  0.60 0.067  0.66   881     9   139   733   207   526     0  0.00     0     0   443     0 60.35 48.72  60.4     0     0   932   288  0.88  0.77  86.1  50.7  2.20  0.00  0.00  0.00  0.16  0.16  0.16   0.4  0.00  0.02  0.00  0.29
 1982 103   189   179  16.1 -20.0 25.06  9.38  0.43  2.07  98.5  0.66 0.075  0.73   969     9   152   808   230   578     0  0.00     0     0   487     0 60.63 49.83  60.3     0     0   982   285  0.90  0.77  84.4  48.9  2.37  0.00  0.00  0.00  0.24  0.24  0.24   0.5  0.00  0.00  0.00  0.28
 1982 104   190   180  21.1 -20.0 25.45  9.60  0.46  2.00 101.4  0.73 0.084  0.82  1059     9   165   885   258   627     0  0.00     0     0   525     0 61.00 51.05  59.3     0     0  1045   283  0.91  0.76  82.7  40.2  2.17  0.00  0.00  0.00  0.27  0.27  0.27   0.4  0.00  0.08  0.00  0.28
